brand,name,price,event,img_url,category
7Eleven,PB)앙리마티스바닐라라떼250ml,3300,1+1,https://www.7-eleven.co.kr/upload/product/8801155/743178.1.jpg,음료
7Eleven,위글위글)모닝컴스숙취해소제5g,4700,1+1,https://www.7-eleven.co.kr/upload/product/8802863/129490.1.jpg,기타
7Eleven,유한)유한락스욕실청소500g*2개_,9200,1+1,https://www.7-eleven.co.kr/upload/product/8806006/507763.1.jpg,기타
7Eleven,유한)크리넥스마이비데물티슈10,1600,1+1,https://www.7-eleven.co.kr/upload/product/8801166/055123.1.jpg,생활/위생용품
7Eleven,칠성)칠성사이다제로라임355ml,2000,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,음료
7Eleven,CJ)더건강한촉촉닭가슴살100g,4500,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,CJ)한뿌리흑삼아르기닌100ml,5000,1+1,https://www.7-eleven.co.kr/upload/product/8801392/028014.1.jpg,기타
7Eleven,매일)상하목장아이스초코474ml,14900,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,도루코)PACE5중날휴대면도기1입_,2700,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,생활/위생용품
7Eleven,피죤)스프레이피죤490ml(핑크로,9900,1+1,https://www.7-eleven.co.kr/upload/product/8801101/885501.1.jpg,생활/위생용품
7Eleven,피죤)무균무때욕실용500ml_H,8500,1+1,https://www.7-eleven.co.kr/upload/product/8801101/161483.1.jpg,생활/위생용품
7Eleven,코카)코카콜라제로레몬350ml,2100,1+1,https://www.7-eleven.co.kr/upload/product/8801094/063283.1.jpg,음료
7Eleven,중앙)제주천혜향1입/봉(180g내외,4200,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,롯데)클라우드논알콜릭500ml,2800,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
